1 aflow:ee9598b295d1f30e
2 aflow:ca6394569c4c660f
3 aflow:c0614aecf32be432
4 aflow:c4d2f34e31b7893e
5 aflow:9a27329dd9325059
6 aflow:2a3dc3024e492067
7 aflow:e3e7a0fb8ce2273a
8 aflow:27bd7ceb0c85417a
9 aflow:e8edfcd2d5df1570
10 aflow:1310c177acc2153f
11 aflow:dbe034b67e1b48f2
12 aflow:c5b223874398f662
13 aflow:e12fe4ab994d5520
14 aflow:36c87455b9672a5e
15 aflow:1a0ad43f9727b320
16 aflow:29bd19751153c9a7
17 aflow:ead3676cf7ce5861
18 aflow:7fd1d2dcac794981
19 aflow:c549a73ff2e51959
20 aflow:f26cc5280b2a8318
21 aflow:0072288e166d1146
22 aflow:7ee1256dd88a4fa8
23 aflow:06e7f61f80e2cad6
24 aflow:aff311c5ad698ede
25 aflow:e816940d150903ac
26 aflow:d5ac175b8fc225fe
27 aflow:70a5143e6c24d93d
28 aflow:9cc6bc3e300ceab6
29 aflow:c11c75a97146f051
58 aflow:d891c3801bf66dcf
59 aflow:0094dbfc4fdb45f2
60 aflow:dc5e8311267c00ee
61 aflow:bcfdb4a38c43cd22
62 aflow:27182dd1c3928a8f
63 aflow:075416fe1912bd21
64 aflow:faed4c390fa19087
65 aflow:1faed9c566dea1dc
66 aflow:bf0700f2e40159c6
67 aflow:2c388524d02c1f35
68 aflow:0e02db91c004f48f
69 aflow:a6423a3a3f3878d0
70 aflow:07417cfb5ace1a21
71 aflow:00a063f574c46a65
72 aflow:bbcc0da47a23e16d
73 aflow:56202885c09c6666
74 aflow:869d973c7e346fcc
75 aflow:8400d10eea106ead
76 aflow:0e3f8624c8d04894
77 aflow:c9afe272b47ca3cd
78 aflow:e1dcbfaf8560d244
79 aflow:d39fb2cdb102d201
80 aflow:0dce7c6c15b47880
81 aflow:3f66525e332f3e1b
82 aflow:88cdd0c9696f4d12
83 aflow:911d2b1986546da3
84 aflow:ab8438914fe47c67
85 aflow:4b70b21fab9bce03
86 aflow:1c855404b599e390
115 aflow:973c5f4dd3ccf95f
116 aflow:808e9d6ef610b396
117 aflow:4b66a87733337b82
118 aflow:e889de245081ef9a
119 aflow:024990b371c40524
120 aflow:a974fcb1e59b0a35
121 aflow:fb63e35bb53d2677
122 aflow:670ed36a6ffbde75
123 aflow:f4ff58d413a5e8db
124 aflow:5581703a5ff4c2ee
125 aflow:f6c52fd253dc74a5
126 aflow:1d50987c9fdfaabf
127 aflow:6607d12d21475de9
128 aflow:ad82db74e555f500
129 aflow:798ffea2bb257948
130 aflow:05f49758d84dbb6c
131 aflow:f71e1915771f4f3d
132 aflow:634fb49481dbfb2f
133 aflow:4d0a8ecb19696dda
134 aflow:a9bed1d2947e85e7
135 aflow:f08aabe1b6526b45
136 aflow:f434b3dfe38a5986
137 aflow:78dbbd3240c2e049
138 aflow:ec7ab73e293983f8
139 aflow:4e079e8761d95c6e
140 aflow:0963b0dc5e7b2a50
141 aflow:bc4c2f16cc7ccf56
142 aflow:311f55dc45f7ec14
143 aflow:c0eeb213dc89c282
145 aflow:15e77db01e1b8cf6
147 aflow:71cd7b9c122365a2
150 aflow:1ca4e45a90b47261
178 aflow:124194c84818a128
179 aflow:ddf19361c679f895
180 aflow:abf07ee5490be692
181 aflow:bd04f5caa70fa835
182 aflow:8855919414f46a3e
183 aflow:4e17dffb8dc112b0
184 aflow:d7066eed8aef6b53
185 aflow:b33dc49508a16fb3
186 aflow:6105f6d7857babec
187 aflow:3f123670737f1fa6
188 aflow:b554d99a1a47e8ed
189 aflow:9a18e1c42a08f45f
190 aflow:cbb84d97685621f4
191 aflow:b1b7e98d804dbd0c
192 aflow:0edb7861b3ee7f57
193 aflow:81edce77fefd7bc7
194 aflow:802df5d9ee11b0d1
195 aflow:6981c5847b496a40
196 aflow:8dd63771f1f3fdbb
197 aflow:6c01d6fe40e27830
198 aflow:a9cd593bcfd6ee1c
201 aflow:46917914822193fe
202 aflow:6c4de915c35200e6
203 aflow:5a0834e0e20ea2f5
204 aflow:3a992a07625695a3
205 aflow:276d378cf042162c
208 aflow:ded38bacf03cc819
209 aflow:f7e07f33d7a8760e
210 aflow:29d417f7fc698596
211 aflow:9f66d267fa52fc63
216 aflow:431bc08367bd4494
217 aflow:2432f51e7eaea4a0
218 aflow:9abab2e2184e5839
219 aflow:fe1c89410d9c8dc3
220 aflow:3fc5bd2750d6cc3e
221 aflow:af3cb3ae9d234841
222 aflow:98107a95705b1482
223 aflow:d090357ed4c826dc
230 aflow:362af4afd61b2f4e
231 aflow:2e08c446c8184cad
232 aflow:91dde1139e5b3996
233 aflow:fb5bb81572653498
234 aflow:91300f7e1c582f7d
235 aflow:4aba1384ee429d95
238 aflow:d708ef829cc85277
239 aflow:02d5a35c592990ec
242 aflow:3e06df2d581f2e68
243 aflow:ea71ca437baec2dd
244 aflow:6e78504a71dea087
245 aflow:22252eae86f6a1f4
246 aflow:e2f415523c695f72
247 aflow:711256756af853e5
248 aflow:30c366d38217c3f0
249 aflow:9dce936fc4f90838
252 aflow:cba864365d4ae1ba
253 aflow:3fa20ce3a96256c8
254 aflow:95bc65c3121790d0
255 aflow:63917660aa0a6c9a
256 aflow:b0be7c80b8bb905d
257 aflow:bf2b5da1698de45b
258 aflow:9f475d6ff5f8511b
259 aflow:dd3b2744d1d70495
260 aflow:37a32686bb5e0698
261 aflow:e1bf7467fcd9e55a
262 aflow:3288d7e4e9483ca1
263 aflow:79dfdcc7d2d26a6f
264 aflow:cf7f3988bfafbfe1
267 aflow:d71eac4326f25ff3
268 aflow:ad0dd3b31b555b0e
269 aflow:ebca0c82e93f0560
270 aflow:ea4b892240a8cfc2
271 aflow:e8e9fdd83d4ce7d7
272 aflow:e5592c8d8f3f72b5
273 aflow:683f68ad68dccbf5
274 aflow:cdc24b2aed5c4e99
275 aflow:a0649f4a95254ae3
276 aflow:c11d71601bd428d8
277 aflow:70f29ec9ce7524dd
278 aflow:d2f7d873887007a9
279 aflow:3e41b066f7aa1806
280 aflow:b4c9a9f9129b3228
281 aflow:a8bbf1578155f8dc
282 aflow:8c02d905209b187c
283 aflow:00e246d93298fff9
284 aflow:04847e8fbef1634c
285 aflow:b725321fe141e71e
286 aflow:17f7b3c9642e1e39
287 aflow:761ca5ae0622e4ce
288 aflow:0ba24ec431af6a5f
289 aflow:7d88e2493c29f696
290 aflow:70ea0de0ca41151c
291 aflow:6ed221d6611d7ca6
292 aflow:f2a7237168e6e4a7
301 aflow:939087b9e34b4d34
302 aflow:3b14f36d0b530892
303 aflow:3148d330e6399443
304 aflow:186cdd2fc850f2b4
305 aflow:68981f8fe574a335
306 aflow:dd084675ee8f73ff
307 aflow:1963ea8bf251abc1
308 aflow:16c1eb270a90ff0c
309 aflow:fd1d7b4015286364
310 aflow:b88ce72ab14ab710
311 aflow:cbcd863690d2a040
312 aflow:ca1001bc6033c32a
313 aflow:310b2a19a1252d54
314 aflow:df52a8b748480302
315 aflow:e55b74aacf2c3309
316 aflow:917802d8cf995e8b
317 aflow:5474c00c12bc0bd8
318 aflow:44c15e45114bb843
323 aflow:1be7ed59d41bc4c3
324 aflow:d34bef79cfbf1a1a
359 aflow:effa94f64a39b9c7
360 aflow:2fe82c716ca76e45
363 aflow:67319b4b7327496e
364 aflow:715fbec6035c4a9c
365 aflow:2ee47072fb042ed3
366 aflow:ec85e58e746fd872
367 aflow:5bc602bee9a50c6f
368 aflow:93622823b404984f
371 aflow:1046a150b6f38be3
372 aflow:3b76c915d5d9e4b2
373 aflow:361a2cd73756af16
374 aflow:015f6c92bb598b06
375 aflow:4d705dbcc826e8cc
376 aflow:88e09d861061a653
381 aflow:5518e5d27fce1923
382 aflow:e426a6e73906eddf
389 aflow:48da4e736ed87984
390 aflow:f3e9f9d885d21ae8
405 aflow:42c99bd3b54b56f9
406 aflow:9dcac19b9dc6f7bc
407 aflow:a7ac5546a19f45ba
408 aflow:18084f4aedd2304a
411 aflow:cce4ac773e3c6ba9
412 aflow:ce1a0416a16da439
425 aflow:8dbec6f42967edf4
426 aflow:c60caac643cdf43f
447 aflow:7472cdf89358d5e6
448 aflow:c3f4ab04f81cce5b
471 aflow:83c9cf1269751f1d
472 aflow:f68a47556f28d5a4
473 aflow:d51f947c09f7bfaa
474 aflow:28d4ad4e00061705
475 aflow:208ae2a1480399f4
476 aflow:3d1a8c6cf1e3a91a
477 aflow:c81b8d71a097d6df
478 aflow:6d182ae8e93f939d
479 aflow:ed911a9f779e273b
480 aflow:463f06fcc3155db5
537 aflow:21dd1aea8336e16d
538 aflow:1247bba29ace7fa0
539 aflow:2be0bd6440d6bc77
540 aflow:b8a80005b86a59b3
541 aflow:213aa76ef67a2b0f
542 aflow:78ecc93506ea830c
543 aflow:3f9731a41d18a38b
545 aflow:d911544d7165f346
546 aflow:a3399e2519e87677
547 aflow:5addbb8df6d6403f
548 aflow:14b0d3c4be292eac
549 aflow:1e47e164a21880c7
550 aflow:eb035d8e296e0601
551 aflow:1083e430ecdd596f
559 aflow:7d39f17827558c6b
560 aflow:c9bd9f64fbf43552
583 aflow:706665bc19bc24fc
584 aflow:0783eeec8fc82b87
595 aflow:cce1db0bde23bdf2
596 aflow:884c123f5b58ded5
613 aflow:e38d6b52edc4e2aa
614 aflow:47c8d7a53beb7a8e
654.AB aflow:a6c7bdbb9f299d34
654.BA aflow:f51669ea9453f93c
657.AB aflow:b68c1704dc0acb5b
657.BA aflow:851e73256aa6124a
A7.A aflow:6d1ed8a51196cdce
A7.B aflow:d46f44f5aa2bd04f
ICSD_40351.AB aflow:a10f98aa8a8199b7
ICSD_42574.AB aflow:a0824585699cf29d
ICSD_56266.AB aflow:112269d947c7d6a4
ICSD_180861.AB aflow:3a8fb45b26ce3256
b1 aflow:35cf7f959780e51f
b2 aflow:9c5a71303ead7be8
f1 aflow:307b621b5eb3a7d4
f2 aflow:53300de18bccfd51
f30 aflow:1edc987bf6da8762
f31 aflow:480783e480e2b732
f32 aflow:275e281ae927e78b
f33 aflow:2c082f6dca0164b2
f34 aflow:7d269fbdcccd2d98
f35 aflow:ba27e0a43a5f0f0f
f36 aflow:3ddc5e3b808cd915
f37 aflow:08d606970c048fd2
f38 aflow:474ccff9f7b3ca50
f39 aflow:69d67f4cafd81b38
f40 aflow:200bd08e2a243dae
f41 aflow:aab64cf2e25924b8
f42 aflow:beaa986006ffc59a
f43 aflow:82eb9929aef8cd64
f44 aflow:40bda952b40c7c93
f45 aflow:b44a7e3ebbc9f2a9
f46 aflow:9158a119f3a24af9
f47 aflow:89a8ce7ae8c1d0c9
f48 aflow:a1cdac1949c7e99c
f49 aflow:6e1aede47c6b0b4b
f50 aflow:38ab356ed9b02a70
f51 aflow:e1b120f15909f8f8
f52 aflow:a712f3662e0616e0
f53 aflow:26e7c931da2d7b28
f54 aflow:8b0969c86fd331e9
f55 aflow:1efb0327133e9eb5
f56 aflow:66fbaf66694dc5bc
f57 aflow:a407190d02039c66
h1 aflow:324aa867efdf0963
h3 aflow:d0730e156256643c
